monthly_income,monthly_expenses,credit_score,transactions_per_month,debt_ratio
3649.6,2503.49,550,31,0.226
4638.77,2448.44,766,24,0.391
3151.38,200,510,30,0.66
1778.71,1204.68,695,24,0.291
4601.24,2799.77,472,29,0.438
1321.75,1424.78,533,27,0.435
4281.13,2417.73,478,27,0.219
4104.17,2141.22,773,21,0.212
4558.31,929.96,750,25,0.437
3663.93,1368.18,720,32,0.121
1931.7,1663.09,341,22,0.432
1346.32,1362.63,527,19,0.423
4417.52,2383.47,683,26,0.041
2789.37,2243.02,706,26,0.033
3241.14,1539.53,472,29,0.397
3169.14,2221.17,800,22,0.441
3707.55,620.62,513,26,0.313
351.77,1579.53,765,31,0.455
3368.02,1681.12,692,22,0.206
2185.49,2998.49,794,24,0.381
2633.54,2154.89,718,16,0.402
2310.52,2613,406,27,0.094
2048.73,931.5,384,19,0.442
335.46,1798,788,21,0.103
2287.74,1160.25,363,24,0.291
3503.91,2337.75,480,26,0.055
4001.14,1562.75,555,21,0.133
3288.76,2364.57,836,19,0.234
1069.5,1471.95,466,27,0.231
3397.58,2083.08,307,28,0.189
3952.95,1252.03,789,23,0.313
1690.15,1632.93,353,27,0.209
681.12,1693.37,424,16,0.262
3361.86,2409.19,822,25,0.367
3693.25,1944.98,722,30,0.134
5432.44,1908.16,800,19,0.14
3137.2,1322.82,383,23,0.717
3790.03,1833.87,818,24,0.541
5175.52,1735.98,733,30,0.15
1239.31,2043.2,502,21,0.297
4528.5,582.67,584,29,0.48
1412.02,1473.19,642,22,0.191
1515.76,2898.86,747,29,0.348
2159.23,330.95,597,26,0.487
300,1340.57,604,22,0.148
3320.18,2433.09,346,25,0.48
1552.71,2406.54,827,24,0.342
4918.97,1982.01,460,28,0.377
4365.98,2235.62,302,26,0.172
3475.83,2065.48,814,30,0.379
3383.06,2363.33,748,21,0.367
4658.25,2354.51,307,28,0.53
2497.68,1976.32,831,26,0.272
2403.67,1863.51,407,30,0.606
786.91,2520.09,361,27,0.102
3213.08,2914.15,757,25,0.323
4896.96,2187.36,487,23,0.064
1311.96,1164.18,768,22,0.289
4689.26,1449.1,408,22,0.487
2600.4,2150.69,626,19,0.549
4106.58,2742.1,410,28,0.367
300,971.63,410,25,0.196
1600.57,2113.52,389,25,0.019
3698.1,1460.23,544,23,0.032
3621.09,1978.5,734,33,0.129
2788.54,1534.44,304,29,0.364
3317.74,1893.64,522,22,0.247
2691.35,1220.32,713,32,0.15
3603.52,3460.84,359,23,0.268
4685.75,2149.22,383,25,0.131
2744.41,1850.46,727,28,0.109
3089.37,1660.1,813,26,0.28
3188.18,4060.81,336,28,0.145
1317.07,2279.76,617,26,0.192
2484.33,3104,583,25,0.245
1089.69,1946.2,758,37,0.412
3325.25,1903.4,548,31,0.229
2059.31,1262.37,621,15,0.295
3651.36,2137.49,702,25,0.316
5059.33,2489.65,751,38,0.409
4313.5,850.21,493,28,0.228
3117.14,2134.42,327,31,0.164
3528.11,2246.29,403,14,0.431
300,812.74,567,25,0.343
2590.09,2031.18,773,20,0.393
3372.53,2466.84,370,30,0.239
2338.46,1480.27,330,25,0.129
2027.55,2943.41,599,27,0.131
1688,2725.77,734,23,0.284
2603.95,337.33,759,23,0.274
3252.74,2101.09,847,25,0.131
3270.3,1703.65,828,18,0.213
2696.22,3449.23,486,20,0.338
2294.57,1249.88,609,19,0.155
3440.11,1921.77,477,36,0.649
894.9,1402.91,417,18,0.22
2135.82,2189.52,506,25,0.152
2732.93,1339.51,367,32,0.503
1543.66,1543.98,801,22,0.16
3376.63,3819.36,627,25,0.122
3419.13,1395.8,684,27,0.254
4708.99,3647.19,489,14,0.283
5466.02,1654.35,505,25,0.342
3040.27,1283.19,848,24,0.265
3013.1,449.83,834,19,0.228
2391.74,3702.06,734,25,0.029
3685.9,2446.21,747,24,0.135
4987.68,1743.31,751,19,0.646
2732.44,1277.26,681,21,0.436
1996.91,2565.76,663,13,0.049
3560.24,3948.55,608,27,0.585
3827.47,1824.08,484,19,0.101
3961.77,1958.63,478,26,0.097
4199.86,2521.33,718,21,0.41
2782.5,1308.43,848,23,0.064
2753.3,3042.29,676,33,0.241
7197.94,3672.32,377,28,0.611
829.23,2472.68,575,29,0.222
4435.99,2006.98,730,36,0.165
2667.23,1951.95,771,21,0.777
1599.59,1440.18,615,20,0.192
2642.96,1978.32,834,24,0.222
1127.01,1587.39,722,30,0.468
2787.19,1450.88,368,21,0.128
2909.7,2497.79,778,28,0.666
2975.16,1471.45,332,21,0.064
3234.41,1607.34,312,15,0.068
2826.38,2671.02,510,26,0.53
3141.82,1754.44,748,32,0.331
3656.74,1477.07,682,19,0.054
5864.97,1346.31,480,23,0.241
4608.8,2048.03,396,17,0.198
2525.93,1474.26,441,17,0.427
4741.79,1315.86,416,25,0.254
2385.83,1579.44,535,24,0.345
1942.88,3217.51,795,29,0.571
1264.95,2079.24,420,24,0.304
4055.18,1589.16,692,19,0.26
5727.24,1237.84,620,18,0.352
3758.2,2752.2,790,28,0.1
2818.91,2132.06,619,27,0.28
5166.49,2248.75,586,33,0.29
3039.57,2609.71,841,26,0.342
4936.89,1587.58,548,24,0.116
2279.63,2249.41,428,22,0.277
3276.22,1073.43,536,23,0.463
4714.78,2998.7,726,26,0.577
3005.61,1456.24,563,24,0.514
2376.06,2311.94,595,18,0.356
2447.22,543.7,816,26,0.405
3099.93,2859.47,336,28,0.346
5340.74,1248.19,837,26,0.1
2844.35,1860.97,803,33,0.295
1942.18,2873.9,381,29,0.152
2672.6,2676.21,809,31,0.207
2273.27,2008.89,692,21,0.173
3733.96,1105,340,15,0.257
2166.97,1471.72,726,23,0.203
4376.94,2547.96,786,24,0.698
1756.21,1379.36,666,25,0.666
5572.56,2832.64,741,28,0.211
3917.89,1646.51,430,23,0.344
1503.28,2979.48,310,23,0.1
3278.14,1328.03,693,31,0.306
5151.32,1454.5,731,18,0.22
2975.71,3420.52,312,24,0.095
1498.46,1185.68,427,26,0.589
3685.8,1958.42,617,25,0.044
3532.42,1763.01,409,26,0.502
2159,829.62,320,26,0.093
3507.56,1699.74,367,31,0.366
3878.05,2573.01,344,20,0.235
1599.55,1080.65,398,26,0.335
502.84,1459.31,498,32,0.29
4689.25,1753.66,779,30,0.183
2260.63,2002.51,625,22,0.313
3854.41,301.85,436,26,0.151
1837.2,1491.46,537,22,0.215
1904.26,2273.34,761,27,0.482
5432.1,3059.59,526,30,0.211
3735.03,3335.32,639,25,0.144
3392.39,2337.45,789,26,0.487
2010.41,1749.52,373,21,0.337
4322.88,2228.22,822,29,0.069
3502.57,1723.81,329,23,0.172
4198.88,2350.96,644,29,0.162
1899.59,965.06,311,22,0.249
4172.83,1845.6,639,24,0.2
1998.88,2848.8,649,27,0.43
1303.3,2532.12,393,24,0.04
5129.16,1966.18,375,20,0.274
4222.05,2018,700,33,0.332
3478.05,1369.04,849,25,0.499
3653.59,1915.53,819,16,0.128
1419.63,200,377,20,0.064
4179.87,1675.52,728,20,0.077
2167.97,1844.07,555,16,0.231
4822.35,1724.53,790,20,0.274
2966.69,1593.74,311,27,0.527
2981.57,1287.95,552,33,0.343
3156.54,825.08,527,33,0.132
1359.64,2118.82,707,24,0.535
3065.66,2724.84,512,29,0.127
2369.54,1143.82,472,31,0.615
3273.94,741.71,710,18,0.068
680.35,2754.79,636,30,0.337
4895.19,1431.12,300,20,0.104
3617.54,200,619,18,0.29
2429.86,748.31,438,23,0.173
2004.48,1649.22,402,22,0.372
4248.09,2737.47,625,38,0.285
1300.08,2017.06,405,17,0.432
2218.57,1534.18,300,28,0.252
2224.98,1424.87,576,33,0.438
2192.77,1030.74,578,20,0.215
2543.71,2651.51,717,19,0.299
1962.51,1763.47,631,25,0.448
1698.32,3484.53,381,27,0.386
4064.58,3195.94,747,25,0.643
4210.81,3390.38,470,28,0.21
3925.95,1946.83,697,32,0.27
2448.85,2751.24,638,21,0.28
2798.39,1655.56,685,25,0.387
2151.97,2792.89,638,22,0.299
3511.49,1965.01,560,29,0.053
3763.62,2355.99,373,23,0.487
1115.38,608.47,392,24,0.055
3167.66,3077.52,716,21,0.182
3275.63,789.98,475,26,0.477
3969.08,1667.48,698,26,0.323
2284.99,2068.67,689,26,0.246
1706.84,1130.25,500,27,0.212
2672.2,259.69,541,23,0.227
4112.7,2264.19,625,28,0.553
2341.05,2487.13,384,24,0.254
1330.89,2368.98,744,22,0.342
1205.63,841.41,713,31,0.107
3017.89,2703.26,637,32,0.17
3524.1,1852.29,315,18,0.11
5115.15,2271.65,474,25,0.097
2970.6,1242.71,566,23,0.38
3513.57,2067.7,321,29,0.411
3387.43,483.03,301,30,0.131
3278.33,1531.35,428,24,0.624
3462.74,570.43,592,28,0.23
1110.08,1884.08,330,22,0.236
3487.32,1925.41,432,22,0.329
3016.95,2736.89,654,31,0.389
5122.32,2241.09,321,32,0.446
3466.87,881.08,611,13,0.222
2654.46,3938.63,385,28,0.261
1036.7,1993.15,457,30,0.053
3856.66,1621.43,516,21,0.232
4257.19,1433.95,782,25,0.216
3741.57,2391.18,729,26,0.105
5245.09,1921.9,334,28,0.036
1546.1,3272.71,802,35,0.135
1964.81,1536.96,588,21,0.111
3034.36,2346.49,716,36,0.207
3484.71,1798.99,325,25,0.062
3635.24,885.87,683,23,0.194
3620.84,2164.8,343,32,0.347
2393.38,1992.23,793,19,0.254
4168.77,1978.04,688,34,0.236
2453.11,2247.77,534,18,0.166
2774.32,2627.66,573,24,0.479
1020.03,1152.21,783,18,0.609
4018.71,1504.27,379,30,0.069
1570.26,1321.01,658,13,0.053
3132.38,2532.57,713,17,0.691
2253.78,2046.5,372,25,0.597
2038.13,2325.58,421,31,0.498
3749.77,2508.75,790,29,0.482
3946.04,2924.17,678,33,0.331
1897.28,1953.33,398,23,0.453
5177.36,2568.66,562,22,0.531
1506.29,2686.91,625,26,0.085
804.39,2254.56,748,30,0.103
1017.22,1510.16,328,26,0.195
3860.49,2680.39,632,22,0.239
982.1,2266.75,550,22,0.164
4747.39,2232.49,506,16,0.255
3688.26,1027.03,684,22,0.149
6467.11,958.23,801,25,0.166
3093,1267.2,758,25,0.325
1710.05,2162.71,714,21,0.122
3067.27,3117.78,632,21,0.033
3805.12,1685.64,560,23,0.607
3378.73,2541.21,648,31,0.139
5269.26,3105.21,400,22,0.502
1741.06,2470.7,649,23,0.35
4591.44,363.48,802,26,0.224
2188.03,2307.42,560,24,0.183
5082.54,2458.21,658,27,0.228
4737.16,1567.99,432,21,0.471
1968.32,2914.99,687,22,0.1
3334.66,1466.04,305,18,0.129
2883.77,2378.25,521,25,0.404
2873.34,1394.22,721,24,0.278
1268,1236.55,662,27,0.221
2321.16,3208.02,307,24,0.072
3142.64,1922.72,500,23,0.156
3365.82,1596.08,689,25,0.346
3651.37,1478.74,380,25,0.412
2344.53,2070,407,24,0.355
4054.16,1763.83,391,20,0.4
2227.5,1123.25,397,33,0.262
895.41,1497.47,456,33,0.102
300,1483.33,638,16,0.486
1337.93,1821.11,765,34,0.43
2228.1,2775.84,421,24,0.633
3042.96,1691.62,511,24,0.126
5379.36,2806.78,645,16,0.513
2077.31,786.56,453,21,0.352
4201.02,2080.28,754,25,0.178
1783.99,644.75,559,23,0.257
3758.16,2514.66,756,25,0.244
2484.27,416.87,606,25,0.474
4831.54,1886.06,697,25,0.46
5036.67,3351.5,701,15,0.33
5218.55,2982.6,551,26,0.278
2837.22,2188.97,301,30,0.415
3583.29,2208.92,557,27,0.154
3071.32,254.34,755,29,0.157
3636.88,2859.41,519,27,0.146
4186.86,2414.58,391,23,0.378
3029.18,982.52,373,17,0.26
3425.75,1569.1,763,22,0.298
5690.67,2042.61,446,21,0.694
4874.89,2572.23,321,19,0.208
1637.56,2346.12,321,19,0.244
3015.9,200,312,31,0.106
1861.29,1338.15,740,29,0.233
4034.81,2572.8,765,33,0.352
1236.43,2058.56,505,18,0.085
4492.56,1261.16,784,17,0.109
1755.97,2128.72,570,26,0.162
1496.44,2333.42,832,24,0.735
1177.11,1980.31,828,24,0.367
573.34,1888.57,470,27,0.225
2725.89,1008.07,570,26,0.19
2715.02,1222.78,760,30,0.388
1510.83,3134.36,740,21,0.253
1496.95,1429.51,562,36,0.098
4414.14,2533.29,573,31,0.393
3584.8,1780.07,609,23,0.189
3564.53,1477.02,650,28,0.416
2188.44,2320.96,509,31,0.418
1972.23,2552.27,749,28,0.082
699.14,200,701,39,0.444
4229.71,2069.61,586,24,0.4
4700.89,1077.93,575,18,0.233
3807.49,1967.31,648,25,0.389
2612.9,2002.2,741,21,0.232
2309.14,867.06,440,17,0.014
3897,2138.43,766,25,0.131
4584.09,1320.37,737,16,0.323
3942.63,3206.23,554,26,0.226
2471.32,3067.3,535,29,0.295
4364.79,1566.05,646,28,0.111
4166.46,2140.57,539,25,0.079
4044.51,1893.66,670,25,0.198
1406.39,2001.56,615,26,0.643
1285.05,1427.04,680,28,0.135
2444.1,2611.52,585,22,0.681
5012.54,1003.45,771,27,0.226
3255.06,3775.07,302,31,0.321
1212.01,3805.15,643,23,0.49
2734.23,2781.7,667,31,0.645
2571.76,2072.16,558,26,0.458
4983.85,2054.84,592,22,0.27
3032.46,1471.24,572,26,0.302
3074.97,2123.84,731,19,0.466
6448.98,1871.96,331,28,0.241
2569.12,2260.8,367,25,0.317
4659.96,946.87,747,27,0.061
1529.95,2235.93,836,24,0.497
3180.54,2576.76,596,24,0.138
2231.52,2481.73,468,27,0.337
4032.82,2716.56,659,18,0.334
2328.86,2259.9,504,22,0.247
4594.48,2310.39,329,27,0.199
4929.02,1426.93,836,27,0.276
2387.13,1637.59,352,26,0.126
3398.86,686.52,542,25,0.242
3074.12,2533.18,350,24,0.345
629.88,1781.95,614,32,0.414
2149.94,1007.98,475,31,0.407
2607.44,2682.66,604,28,0.439
2502.9,1998.33,786,19,0.505
724.32,2619.36,433,25,0.216
3505.62,2974.59,840,26,0.453
1899.58,2228.5,687,24,0.19
1337.85,1026.32,313,24,0.332
1384.53,2403.73,800,35,0.47
2890.13,3497.03,568,15,0.16
1236.18,2703.31,780,24,0.179
3371.83,2445.53,300,28,0.504
4423.83,1321.05,832,27,0.331
1682.09,1780.19,454,32,0.408
3498.28,2525.79,767,26,0.07
4247.66,2226.09,382,29,0.02
1475.22,2877.33,447,32,0.252
3766.29,2864.82,735,20,0.653
4398.16,1269.64,737,24,0.105
3886.54,939.89,564,23,0.045
3163.94,1690.6,746,25,0.354
5514.84,2007.18,378,30,0.386
2947.85,2681.55,725,26,0.063
1885.95,1822.47,614,29,0.612
1119.18,3374.85,333,30,0.218
3845.18,2213.19,586,30,0.07
2252.46,2859.38,539,23,0.169
2257.8,2186.24,635,24,0.178
2165.69,1334.05,667,23,0.196
3366.6,1280.8,676,25,0.051
2386.15,2036.7,836,28,0.122
1274.1,2813.48,706,28,0.365
4736.57,972.97,677,25,0.162
1983.96,1499.6,694,30,0.162
2992.13,662.86,314,37,0.336
3188.2,2742.13,839,16,0.38
3019.17,842.66,666,27,0.293
4333.37,2689.06,438,25,0.292
3726.99,1524.76,380,19,0.194
2136.31,1262.42,339,32,0.05
2804.28,2948.08,773,19,0.18
2790.57,1778.11,706,25,0.561
3540.75,3868.97,447,32,0.122
2763.87,1906.87,683,37,0.244
2761.07,1511.64,402,16,0.075
2750.51,1801.72,766,23,0.162
1710.73,1056.05,664,27,0.198
2869.33,2058.13,536,17,0.235
3078.05,2089.29,646,16,0.26
4256.11,2358.8,763,29,0.159
3054.31,2537.49,654,22,0.029
3723.57,2464.18,696,25,0.372
3485.39,2431.11,457,17,0.477
4725.45,1196.9,525,26,0.112
3305.26,2511.56,418,22,0.112
3154.09,1984.21,588,22,0.479
3376.25,2387.87,380,26,0.247
2572.26,2367.95,418,19,0.368
4189.43,2405.49,404,29,0.267
1914.96,2944.8,348,34,0.323
4723.91,1798.41,608,27,0.517
3000.99,1410.27,717,28,0.41
3046.03,979.95,552,22,0.307
2043.28,2551.78,482,21,0.098
3008.58,1015.38,748,19,0.578
3231.97,1436.74,821,23,0.101
2547.61,2991.62,836,15,0.314
1462.4,2504.38,754,26,0.54
2727.45,2384.66,624,19,0.29
2243.22,1155.56,375,27,0.298
2160.83,3055.39,779,30,0.196
3523.83,1499.46,555,29,0.457
4456.55,1718.36,827,18,0.255
3250.04,1200.08,365,31,0.425
2438.97,1124.84,493,23,0.024
6129.82,2800.79,451,26,0.627
3777.19,2755.98,323,22,0.34
6074.76,3240.94,807,29,0.125
3282.28,2095.93,835,19,0.368
2042.52,1689.2,602,31,0.366
5403.99,323.17,613,32,0.222
4939.31,2040.53,342,22,0.109
5677.51,1499.81,671,32,0.475
4401.72,1485.74,546,28,0.373
2406.35,1866.71,793,20,0.138
1180.02,2212.66,822,24,0.163
2537.23,1450.07,633,16,0.279
3003.41,1657.47,744,23,0.12
1844.53,2207.6,306,33,0.599
1328.34,2388.38,567,27,0.008
2204,2293.64,764,22,0.046
3304.48,1619.01,722,29,0.607
2630.7,4235.39,312,24,0.059
3192.51,526.54,308,22,0.349
4769.45,1710.61,307,25,0.175
3152.37,699.17,766,31,0.417
4498.12,2058.29,802,22,0.388
1686.73,2192.11,510,19,0.44
2146.44,2340.65,599,30,0.751
2727.59,2329.05,570,29,0.097
1235.29,2324.15,464,25,0.186
1800.84,200,849,28,0.37
3476.82,2399.29,797,30,0.177
4327.21,2934.01,725,28,0.386
1846.96,1253.19,831,21,0.295
2988.35,738.03,660,23,0.403
2823.08,3173.65,371,26,0.179
3615.38,4422.59,628,32,0.327
2698.8,1273.03,717,22,0.227
2870.81,2022.86,692,18,0.164
3585.21,2565.87,849,25,0.627
728.59,2543.97,658,23,0.117
4508.48,2204.98,687,25,0.328
3154.3,2289.87,780,20,0.349
1864.28,3415.28,772,21,0.188
2575.57,1267.57,647,26,0.815
4364.9,1814.22,606,29,0.184
300,2519.48,509,25,0.2
3157.89,2517.34,606,26,0.176
3541.79,2009.24,627,27,0.126
5169.53,2383.48,633,28,0.082
1189.48,2926.82,309,28,0.207
3089.71,2320.49,402,25,0.339
2823.31,993.78,826,34,0.357
6105.25,1713.54,348,33,0.111
4120.79,1809.95,483,19,0.087
4712.65,2936.52,800,37,0.151
4084.7,2142.78,383,15,0.447
1278.36,3342.84,388,20,0.158
3840.38,1485.92,574,32,0.137
4468.48,1950.79,434,22,0.13
5555.03,1414.62,341,33,0.298
2995.13,2880.98,364,21,0.608
493.27,711.23,346,35,0.064
2581.63,1065.71,814,27,0.065
2794.7,2877.63,801,24,0.241
3051.93,2799.1,717,19,0.559
6367.67,2445.43,780,21,0.218
3006.47,2795.26,781,26,0.239
2480.18,1839.13,423,23,0.405
2366.09,2253.47,310,20,0.54
3250.44,2404.64,326,18,0.449
2288.91,1995.73,368,25,0.344
1357.81,2671.77,739,26,0.388
3016.69,1253.21,820,29,0.353
3806.11,1642.17,433,20,0.159
1524.65,471.64,426,29,0.225
2954.48,3127.35,638,20,0.023
4716.94,2142.84,778,21,0.392
773.42,1018.28,781,25,0.669
2481.97,958.82,583,30,0.184
3989.63,2725.05,607,25,0.2
2673.45,1982.64,746,19,0.332
3007.56,1933.2,819,32,0.312
3650.53,2687.18,432,23,0.108
1103.35,1314.62,356,33,0.445
1533.96,3057.34,814,16,0.19
3654.21,1745.97,337,26,0.236
3712.64,555.36,656,22,0.38
2278.75,2058.8,333,21,0.338
5034.67,2965.33,514,23,0.298
3125.52,1022.58,448,23,0.263
1978.81,1921.13,319,21,0.614
3876.11,1396.89,705,30,0.156
3023.98,3062.4,643,21,0.138
1905.46,2092.64,400,28,0.325
975.23,1916.38,302,27,0.357
2647.01,1554.88,358,22,0.082
1757.06,3295.2,713,21,0.126
3199.59,555.78,814,35,0.221
3725.77,1696.6,750,40,0.233
517.45,2492.65,568,14,0.525
2715.36,2247.22,705,31,0.372
5599.46,662.83,838,25,0.388
3153.95,2537.33,364,32,0.283
2495.22,1221.8,545,30,0.467
3250.94,2686.44,680,19,0.32
3964.34,2633.67,518,22,0.111
3344.86,923.51,356,31,0.401
1137.47,1831.89,324,16,0.273
2454.25,1345.4,597,25,0.128
2201.47,1593.15,449,32,0.17
3412.01,1880.18,437,35,0.206
3027.41,679.83,447,20,0.322
3910.26,961.66,420,25,0.325
1529.57,2134.34,310,26,0.174
4611.5,1187.07,632,17,0.233
5226.69,2783.55,740,25,0.422
978.13,1651.81,754,29,0.453
3990.83,1526.94,609,27,0.393
2258.19,2292.67,444,25,0.119
2988.18,1720.49,320,30,0.45
2603.97,1791.09,784,18,0.623
4498,3028.65,315,22,0.326
2731.76,698.83,452,22,0.331
1634.81,1934.98,738,22,0.476
2833.95,2397.86,731,19,0.064
318.11,1733.69,849,21,0.54
1014.84,1085.24,729,22,0.194
3921.9,1832.67,443,19,0.149
3052.82,1963.13,519,26,0.174
2081.83,1863.98,646,23,0.199
3264.66,1656,751,21,0.388
1263.78,1092.49,651,24,0.268
300,1209.29,682,16,0.346
3082.02,868.06,679,21,0.439
4564.78,2087.02,432,26,0.095
1715.45,1476.87,602,26,0.229
2762.21,2007.17,831,23,0.413
3833.33,3339.28,830,16,0.152
3858.95,1988.63,322,27,0.393
3704.44,3144.28,610,33,0.199
1686.73,1208.99,356,23,0.008
3180.1,2616.23,527,32,0.529
2037.92,1525.26,513,30,0.205
1735.71,947.32,468,25,0.143
3144.69,1277.03,313,26,0.095
2230.19,1714.94,570,20,0.141
3303.05,2943.8,488,23,0.355
2542.17,2719.85,331,29,0.047
3411.83,2284.81,344,31,0.372
4355,2280.97,334,26,0.047
2716.38,1151,689,24,0.454
1979.42,2310.39,529,24,0.091
4212.15,1042.7,848,24,0.258
3921.72,2864.71,561,20,0.206
3652.84,1978.37,556,15,0.165
2778.81,2163.7,634,24,0.443
1640.33,2242.61,425,20,0.439
3591.47,861.73,786,28,0.136
2892.55,2674.89,846,32,0.61
2510.07,1028.37,611,28,0.579
3089.48,1965.78,446,23,0.382
2474.34,2017.9,718,25,0.538
4045.23,1868.63,740,22,0.231
3252.13,1284.34,709,22,0.291
4996.18,1228.31,606,21,0.194
4552.97,1349.49,743,34,0.412
2177.56,1384.28,837,29,0.322
1297.39,1404.25,339,27,0.307
3630.86,1877.26,589,27,0.137
3111.61,1462.38,340,19,0.284
4245.09,1956.57,420,11,0.489
2118.73,2351.74,818,26,0.304
1718.19,1688.28,684,21,0.403
3526.59,751.02,396,22,0.205
4729.93,2444.27,653,37,0.148
1922.78,1689.55,634,31,0.226
2881.45,3166.83,685,25,0.32
4196.64,1241.2,709,26,0.28
3554.97,2141.8,722,30,0.365
2510.42,2224.31,373,18,0.182
3678.88,2099.13,849,19,0.182
3748.57,2088.28,590,19,0.371
3146.76,2272.31,607,22,0.464
2794.26,1745.46,371,18,0.136
3212.33,2243.19,546,24,0.432
2007.43,2626.16,359,20,0.133
2733.81,1922.54,320,20,0.094
3437.84,2072.02,388,25,0.299
4365.94,2591.36,522,21,0.347
1976.85,1448.56,749,27,0.452
3611.58,3431.02,741,25,0.073
1917.78,914.69,318,26,0.1
3890.01,2190.63,329,24,0.065
4514.02,2520.2,687,26,0.138
1663.52,1323.69,628,25,0.381
2330.69,2526.02,318,29,0.313
2046.43,3004.54,429,26,0.151
2840.75,3043.34,797,27,0.094
2450.27,1218.57,582,27,0.161
4199.47,3517.73,810,28,0.228
3336.97,2135.56,526,21,0.449
3422.16,1965.82,351,25,0.207
2677.48,800.01,826,21,0.277
3660.61,1988.33,607,32,0.41
4352.69,2081.46,808,28,0.357
2509.71,928.46,377,16,0.516
4017.22,459.38,684,28,0.333
1762.77,1571.13,560,26,0.76
5943.77,1539.48,484,24,0.649
2091.39,882.41,651,31,0.39
4504.16,2395.29,631,29,0.066
2176.15,3479.67,721,23,0.444
3219.14,2609.61,520,20,0.117
3898.72,1532.95,669,17,0.234
4070.55,2574.16,603,33,0.205
3412.88,2438.64,600,13,0.371
4069.34,1084.8,534,22,0.277
1280.33,1898.65,393,25,0.139
3124.56,2006.96,523,20,0.051
4678.14,2943.32,712,24,0.5
4035.72,1717.72,379,25,0.071
2881.71,1729.27,791,25,0.483
3240.75,2764.24,502,23,0.361
2114.4,1145.94,551,28,0.149
525.69,224.4,341,29,0.208
4033.74,866.45,359,25,0.557
3578.81,2902.74,503,25,0.076
3331.33,3492.21,363,25,0.175
1003.09,1962.75,468,20,0.591
2717.11,2012.1,617,13,0.224
1025.93,1955.83,465,23,0.42
391.82,2038.67,380,26,0.161
2240.56,1354,531,16,0.18
5033.03,2233.56,733,33,0.153
3391.02,1816.02,667,31,0.46
2656.43,1187.01,719,26,0.218
2518.48,1841.92,456,27,0.474
2331.36,2089.45,627,29,0.163
4516.85,2172.98,381,23,0.15
2973.07,1043.04,443,25,0.131
4916.35,2624.56,806,24,0.27
2973.27,1414.91,386,25,0.394
5389.13,2380.59,574,27,0.185
4215.15,1792.07,658,29,0.243
2959.38,3042.57,400,30,0.301
2014.22,1718.3,603,33,0.11
3349.08,2672.53,369,19,0.585
1684.85,1323.61,736,24,0.253
3249.82,1097.73,727,16,0.121
5161.97,863.56,694,23,0.181
4096.98,2422.74,323,32,0.216
2468.69,2184.98,393,20,0.45
2520.38,2032.51,692,25,0.169
3541.18,3052.78,617,24,0.328
2469.74,1664.44,369,28,0.263
3533.51,3417.13,755,22,0.376
2349.62,2973.18,628,28,0.252
2143.57,2084.39,597,32,0.275
2294.33,2395.03,483,26,0.322
4101.16,3141.13,334,32,0.214
3386.88,1734.04,766,22,0.373
3578.77,1913.27,387,23,0.239
5066.85,2020.42,391,18,0.664
2387.53,1316.13,444,26,0.267
1253.71,552.92,741,28,0.417
3409.7,2523.13,524,28,0.558
3491.34,3246.68,386,37,0.335
3492.65,915.77,325,18,0.013
2636.5,2624.62,441,27,0.042
4040.51,1588.92,480,27,0.187
4215.16,2752.15,583,24,0.447
4307.94,1211.62,738,33,0.426
3307.41,2715.62,632,17,0.514
2604.03,2115.25,662,21,0.281
3618.65,3838.12,738,31,0.14
2377.41,1687.17,718,25,0.286
3543.23,1407.13,366,24,0.259
3917.05,200,751,24,0.355
2767.35,3243.3,343,16,0.154
2256.36,3246.8,367,21,0.412
871.59,1463.94,589,27,0.34
4990.64,1723.63,379,29,0.269
770.51,1585.4,451,26,0.033
3209.96,1196.33,438,25,0.455
4490.2,1109.2,543,34,0.252
1576.52,2590.42,815,24,0.517
5373.26,500.96,768,22,0.415
4212.06,1962.33,721,25,0.174
1108.15,1503.2,776,28,0.156
3030.1,2820.68,791,28,0.454
4667.39,2759.61,345,23,0.377
2568.76,2643.2,646,31,0.064
3773.56,2080.64,704,19,0.562
3482.13,1620.6,465,28,0.459
4058.72,1194.77,840,22,0.175
2184.89,3416.97,575,23,0.461
1018.33,2654.97,626,28,0.335
3670.45,2022.46,444,25,0.12
4639.99,2318.89,690,27,0.109
2706.8,1392.6,723,20,0.162
3622.78,2390.24,801,22,0.315
3891.73,1945.69,488,24,0.172
2000.1,1547.73,752,19,0.038
1574.75,2002.89,311,25,0.313
1915.51,1287.51,605,26,0.227
2833.71,1123.36,697,22,0.272
2904.48,1590.65,471,32,0.295
1030.5,1566.02,454,34,0.205
3545.96,669.78,683,25,0.518
3500.6,2264.99,809,22,0.155
3188.73,3637.38,476,27,0.324
1853.23,1934.78,609,22,0.43
4801.49,1434.96,373,21,0.594
2384.19,1578.51,625,30,0.341
1769.01,1884.58,511,24,0.176
4231.09,379.16,666,27,0.589
2866.91,870.21,348,25,0.021
300,1869.18,579,20,0.223
3092.51,2581.21,752,35,0.243
2091.39,2179.41,756,22,0.341
1270.82,2575.35,370,25,0.228
2525.18,2111.1,677,21,0.309
1846.97,1832.43,307,21,0.518
1869.35,1867.03,599,30,0.534
3235,1765.62,541,32,0.285
4236.26,1658.29,580,26,0.447
840.8,2076.75,421,23,0.047
